equipment_id,equipment_type,temperature_avg,humidity_avg,last_maintenance_days,uptime_hours,sensor_1,sensor_2,vibration,voltage_fluctuation,pressure,equipment_health,failure_probability,failure_reason,maintenance_level,cost_implications,updated_uptime
EQ-3836,X-ray Machine,38.1,74.4,456,2688,0.38,0.61,0.81,1.05,97.8,Critical,1.0,Overheating,High,12423,3093
EQ-8232,X-ray Machine,26.0,32.0,297,4760,0.12,0.62,5.86,0.91,99.0,Good,0.2,Overheating,Low,3195,5823
EQ-6338,CT Scanner,32.6,38.9,578,2206,0.45,0.05,3.38,1.23,84.1,Critical,0.9,Voltage Surge,High,8429,2625
EQ-5731,Ventilator,19.5,79.8,548,4393,0.13,0.95,4.78,0.42,90.0,Critical,0.6,Component Wear,High,9295,4712
EQ-7983,X-ray Machine,39.2,73.4,727,4176,-0.03,0.75,0.17,0.12,100.7,Critical,1.0,Overheating,High,12241,4362
EQ-9293,Ventilator,38.3,39.5,568,1681,0.1,0.9,5.18,0.98,90.1,Critical,0.85,Overheating,High,10348,1909
EQ-6226,Ventilator,25.2,78.4,9,1919,0.57,0.72,1.09,0.3,95.0,Moderate,0.3,Calibration Drift,Medium,6566,2566
EQ-2231,Ventilator,38.2,62.2,64,2629,0.74,0.9,5.96,0.58,122.1,Critical,0.9,Overheating,High,13069,2798
EQ-7749,MRI Scanner,20.5,57.3,692,3731,0.24,0.69,4.29,0.84,122.8,Moderate,0.45,Pressure Leak,Medium,4183,4613
EQ-4922,Ventilator,36.5,70.4,270,4986,0.74,0.41,5.81,1.14,123.0,Critical,1.0,Overheating,High,8512,5206
EQ-9364,X-ray Machine,31.1,28.3,632,4107,0.42,1.02,2.18,0.1,106.1,Moderate,0.35,Component Wear,Medium,4590,4845
EQ-2518,Ventilator,28.4,21.9,136,2449,0.99,1.1,1.17,0.98,127.8,Good,0.15,Pressure Leak,Low,2261,3369
EQ-5530,X-ray Machine,20.6,32.2,554,1146,0.43,0.91,1.06,0.17,117.0,Moderate,0.35,Calibration Drift,Medium,4086,1823
EQ-2896,Ventilator,32.0,42.9,674,2983,0.14,0.07,3.7,0.14,83.8,Critical,0.7,Component Wear,High,14091,3119
EQ-8048,MRI Scanner,25.1,72.0,338,1682,0.73,0.48,3.66,0.83,95.6,Critical,0.6,Component Wear,High,12289,2127
EQ-2707,Ventilator,34.6,41.0,101,1928,0.37,0.63,4.4,0.94,103.8,Moderate,0.4,Component Wear,Medium,5175,3123
EQ-5881,Blood Analyzer,22.0,28.0,552,4337,0.27,0.21,2.88,0.94,102.0,Moderate,0.35,Component Wear,Medium,7827,5153
EQ-3745,Ventilator,37.9,42.7,198,772,0.86,0.21,3.74,1.27,102.1,Critical,0.6,Overheating,High,13385,1067
EQ-3084,MRI Scanner,33.1,73.4,570,2079,0.41,0.45,0.63,0.12,81.8,Critical,0.95,Calibration Drift,High,14466,2411
EQ-6325,CT Scanner,25.6,33.7,576,1366,0.23,0.78,3.19,0.44,116.1,Moderate,0.35,Calibration Drift,Medium,6965,2080
EQ-8440,Blood Analyzer,31.3,50.1,705,916,0.08,0.54,2.55,0.99,119.4,Moderate,0.35,Component Wear,Medium,5678,1747
EQ-7579,Blood Analyzer,21.6,72.2,393,564,-0.0,0.76,0.76,0.23,105.9,Critical,0.6,Component Wear,High,12840,896
EQ-7022,MRI Scanner,19.2,69.9,187,2184,0.37,0.4,0.59,1.39,119.1,Moderate,0.5,Voltage Surge,Medium,7475,2864
EQ-4841,X-ray Machine,23.0,24.4,608,2917,0.01,0.61,5.88,1.0,82.4,Moderate,0.5,Overheating,Medium,6452,4055
EQ-1123,CT Scanner,38.3,45.1,160,3227,1.07,0.64,1.26,1.35,109.4,Critical,0.6,Overheating,High,14508,3468
EQ-8636,Blood Analyzer,32.4,59.5,58,4263,0.83,0.49,1.52,1.07,111.6,Good,0.25,Component Wear,Low,2843,5283
EQ-9677,MRI Scanner,30.7,59.4,588,1111,0.57,0.85,2.4,-0.01,106.8,Moderate,0.35,Component Wear,Medium,6009,1881
EQ-9307,MRI Scanner,35.8,24.0,213,3768,0.44,0.54,0.29,0.0,100.0,Moderate,0.4,Component Wear,Medium,6233,4909
EQ-4246,CT Scanner,28.1,69.2,603,1514,0.97,0.62,1.19,0.74,91.4,Critical,0.95,Calibration Drift,High,8209,1862
EQ-1794,MRI Scanner,30.3,26.9,603,2315,0.14,0.09,0.92,0.55,126.8,Moderate,0.45,Pressure Leak,Medium,6823,3197
EQ-9285,CT Scanner,18.0,57.0,472,1164,0.08,0.3,2.67,1.4,117.8,Critical,0.8,Voltage Surge,High,12296,1425
EQ-7366,Ventilator,38.9,21.6,653,1716,0.88,0.79,5.71,0.51,96.4,Critical,0.85,Overheating,High,14006,2042
EQ-6852,Ventilator,30.6,29.2,619,2863,0.45,0.09,0.09,1.03,88.3,Critical,0.9,Calibration Drift,High,8516,3224
EQ-5355,Blood Analyzer,20.8,22.5,637,612,0.45,0.19,6.02,0.87,109.3,Moderate,0.5,Overheating,Medium,5943,1370
EQ-1147,CT Scanner,28.5,35.0,627,3300,0.22,0.46,3.59,0.74,87.6,Critical,0.7,Component Wear,High,8276,3568
EQ-8208,CT Scanner,28.1,24.1,724,3835,0.01,0.52,1.56,0.41,84.2,Critical,0.7,Calibration Drift,High,14248,4296
EQ-5892,MRI Scanner,38.9,41.7,390,3477,0.11,0.4,3.35,0.68,94.8,Critical,0.7,Overheating,High,11990,3947
EQ-3206,CT Scanner,32.1,72.0,455,2259,-0.04,0.34,2.05,1.4,112.9,Critical,1.0,Voltage Surge,High,14375,2412
EQ-7007,CT Scanner,38.2,75.8,353,3338,0.98,0.61,1.42,0.1,97.0,Critical,1.0,Overheating,High,12698,3624
EQ-6949,Blood Analyzer,32.4,30.6,17,262,0.6,0.02,1.78,0.82,113.1,Good,0.05,Component Wear,Low,2801,1124
EQ-3654,CT Scanner,24.8,38.6,438,846,0.09,0.31,5.28,0.88,120.0,Moderate,0.5,Overheating,Medium,4586,1951
EQ-8107,Ventilator,20.4,58.9,351,2447,0.21,0.98,0.78,0.11,89.3,Moderate,0.35,Component Wear,Medium,5913,3047
EQ-2222,Ventilator,21.8,31.0,445,3013,0.76,0.31,4.18,1.29,91.9,Moderate,0.55,Voltage Surge,Medium,5917,3791
EQ-1689,Blood Analyzer,22.3,54.3,633,4846,0.77,0.75,2.43,0.03,81.6,Moderate,0.35,Component Wear,Medium,6825,5919
EQ-2710,Ventilator,35.5,54.3,6,2405,0.36,0.31,0.96,-0.03,99.3,Moderate,0.4,Calibration Drift,Medium,5739,3316
EQ-4757,X-ray Machine,31.7,56.5,57,2166,0.72,0.52,4.13,0.81,120.4,Good,0.15,Pressure Leak,Low,1017,2820
EQ-3228,MRI Scanner,34.4,68.2,302,1146,0.89,0.82,0.3,0.17,86.1,Critical,0.95,Component Wear,High,13068,1593
EQ-7510,CT Scanner,29.7,51.5,212,1611,0.98,0.52,1.76,1.39,101.3,Critical,0.6,Voltage Surge,High,14482,2029
EQ-6573,Ventilator,28.4,36.6,453,4069,0.41,0.35,5.61,1.19,100.6,Critical,0.7,Overheating,High,13756,4418
EQ-5106,Ventilator,22.8,31.7,604,1594,0.38,0.38,1.44,0.81,104.2,Moderate,0.35,Calibration Drift,Medium,6738,2492
EQ-5694,MRI Scanner,21.6,62.8,188,2573,0.29,0.7,0.96,0.58,115.5,Good,0.05,Component Wear,Low,1437,3487
EQ-7419,MRI Scanner,20.2,34.2,24,2128,0.76,0.39,3.76,1.53,115.9,Good,0.25,Voltage Surge,Low,3120,3120
EQ-1234,MRI Scanner,24.8,40.2,452,2016,0.3,0.39,3.07,1.45,101.6,Moderate,0.55,Voltage Surge,Medium,7123,3162
EQ-7793,Ventilator,36.5,55.6,542,997,0.72,0.58,3.98,0.6,106.3,Critical,0.7,Overheating,High,11440,1196
EQ-3446,CT Scanner,29.9,49.5,120,1203,0.27,0.39,3.13,1.34,102.4,Critical,0.6,Voltage Surge,High,11524,1340
EQ-6448,X-ray Machine,39.2,63.9,127,2343,0.12,0.6,0.38,0.86,81.0,Moderate,0.4,Overheating,Medium,5765,3215
EQ-1008,Blood Analyzer,36.6,31.3,272,2177,0.68,0.28,6.04,0.16,94.7,Moderate,0.55,Overheating,Medium,6988,2944
EQ-1822,Ventilator,29.2,78.7,688,4416,1.01,0.14,4.4,0.5,94.5,Critical,0.6,Calibration Drift,High,12336,4825
EQ-8616,CT Scanner,24.7,32.3,449,4989,0.91,0.04,2.35,1.36,123.9,Critical,0.65,Voltage Surge,High,11437,5306
EQ-6909,MRI Scanner,21.5,62.2,707,980,0.85,0.14,4.13,1.31,121.8,Critical,0.65,Voltage Surge,High,13182,1197
EQ-7774,Ventilator,33.0,75.1,309,1392,0.68,0.42,0.48,1.14,100.3,Critical,1.0,Component Wear,High,12948,1525
EQ-9639,X-ray Machine,20.0,65.7,457,522,0.73,0.28,5.19,1.38,89.5,Critical,0.7,Overheating,High,9313,658
EQ-8542,Ventilator,28.3,66.2,119,3757,0.36,0.64,5.97,1.46,100.1,Critical,0.65,Overheating,High,9402,4154
EQ-7167,MRI Scanner,34.6,35.4,95,2387,0.68,0.89,2.59,0.22,126.1,Moderate,0.5,Pressure Leak,Medium,4749,3350
EQ-4425,Ventilator,27.9,51.0,646,3079,0.99,0.35,2.98,0.25,112.8,Moderate,0.35,Calibration Drift,Medium,6511,3823
EQ-9216,MRI Scanner,30.4,30.7,677,3537,1.01,0.61,2.26,1.38,83.7,Moderate,0.55,Voltage Surge,Medium,4565,4530
EQ-8729,X-ray Machine,26.6,63.8,350,2813,0.56,0.21,1.86,0.7,89.7,Good,0.05,Component Wear,Low,2278,3472
EQ-3502,CT Scanner,39.0,66.5,475,3727,0.31,0.32,1.33,0.33,82.7,Critical,0.95,Overheating,High,9805,3999
EQ-8100,MRI Scanner,22.1,44.3,654,3695,0.09,0.05,5.13,1.22,96.5,Critical,0.7,Overheating,High,13177,3950
EQ-1278,CT Scanner,28.8,42.0,496,4953,0.22,0.45,1.35,0.84,82.3,Critical,0.7,Calibration Drift,High,10331,5359
EQ-8932,MRI Scanner,20.2,53.2,594,143,0.79,0.83,5.58,1.38,95.1,Critical,0.7,Overheating,High,14130,625
EQ-3877,MRI Scanner,21.8,69.4,156,4685,0.86,0.73,4.17,1.02,106.2,Moderate,0.5,Component Wear,Medium,6921,5412
EQ-4779,CT Scanner,31.9,75.6,40,4095,0.88,0.54,1.29,0.76,83.6,Critical,0.65,Component Wear,High,14745,4438
EQ-7334,X-ray Machine,25.4,41.4,647,1910,0.16,0.23,4.09,1.17,102.7,Moderate,0.55,Calibration Drift,Medium,6691,2792
EQ-9331,Blood Analyzer,38.1,73.7,231,3458,0.51,0.38,0.08,1.17,95.2,Critical,1.0,Overheating,High,8866,3745
EQ-9992,Ventilator,34.3,54.8,586,4386,0.87,0.55,3.41,0.66,126.9,Critical,0.8,Pressure Leak,High,12728,4844
EQ-2214,MRI Scanner,22.0,40.6,473,2469,0.57,0.46,3.74,1.28,81.3,Moderate,0.55,Voltage Surge,Medium,6699,3339
EQ-7970,CT Scanner,31.3,47.5,168,870,0.88,0.19,0.64,0.2,127.3,Moderate,0.5,Pressure Leak,Medium,6300,1956
EQ-1324,MRI Scanner,26.4,29.2,383,1274,0.11,0.48,5.17,0.65,128.3,Critical,0.6,Overheating,High,10950,1497
EQ-2221,CT Scanner,21.2,61.8,706,1080,0.04,0.46,1.29,0.14,118.0,Critical,0.6,Component Wear,High,10035,1276
EQ-3676,Ventilator,38.8,69.2,255,488,0.47,0.83,0.74,0.08,84.7,Critical,0.95,Overheating,High,11021,959
EQ-6165,MRI Scanner,27.5,78.1,167,2279,0.74,0.54,0.37,0.67,123.8,Moderate,0.4,Pressure Leak,Medium,6106,3078
EQ-2278,CT Scanner,35.9,25.6,686,765,0.08,0.41,2.66,0.95,103.4,Critical,0.7,Calibration Drift,High,9435,1155
EQ-4142,Ventilator,31.1,30.6,633,1105,0.13,0.26,5.55,0.27,94.1,Critical,0.85,Overheating,High,8754,1523
EQ-4554,CT Scanner,33.5,55.1,2,1057,0.01,0.31,0.28,0.43,91.7,Critical,0.65,Calibration Drift,High,11459,1500
EQ-7762,Blood Analyzer,34.7,79.3,517,1347,0.15,0.67,3.33,1.28,110.8,Critical,1.0,Voltage Surge,High,14429,1535
EQ-2695,Blood Analyzer,29.5,72.0,481,1431,0.09,0.11,4.14,0.88,83.4,Critical,0.6,Calibration Drift,High,9665,1878
EQ-7481,Ventilator,33.9,39.0,330,4683,0.31,0.26,5.85,1.01,114.7,Critical,1.0,Overheating,High,11029,4934
EQ-6666,Ventilator,18.7,47.2,686,4573,0.93,0.18,5.86,1.36,119.1,Critical,0.7,Overheating,High,11908,4847
EQ-3934,Blood Analyzer,34.7,61.7,199,2557,0.12,0.76,2.7,1.45,81.7,Critical,0.6,Voltage Surge,High,14117,3055
EQ-3897,MRI Scanner,20.1,50.5,135,158,0.72,0.5,4.64,1.4,90.8,Good,0.25,Voltage Surge,Low,3315,879
EQ-8191,Blood Analyzer,34.6,74.6,301,723,0.55,0.76,4.82,0.6,109.9,Critical,0.65,Component Wear,High,10093,884
EQ-4296,MRI Scanner,28.0,46.4,431,2093,0.79,0.56,5.85,0.35,111.1,Moderate,0.5,Overheating,Medium,5109,3093
EQ-9686,MRI Scanner,28.8,21.6,257,4834,0.42,1.03,5.87,0.91,108.7,Good,0.2,Overheating,Low,2460,5845
EQ-1885,Ventilator,28.5,78.1,70,571,0.99,0.92,1.26,0.93,107.3,Moderate,0.3,Component Wear,Medium,6942,1723
EQ-8068,X-ray Machine,31.6,78.8,372,1296,0.97,0.53,4.66,0.01,94.1,Critical,0.6,Calibration Drift,High,12556,1600
EQ-6612,Ventilator,21.0,41.7,93,235,0.82,0.13,2.39,1.14,111.6,Good,0.25,Calibration Drift,Low,2830,1255
EQ-2052,X-ray Machine,32.1,78.6,363,2232,1.02,0.19,5.02,1.25,106.6,Critical,0.65,Overheating,High,8451,2555
EQ-1989,MRI Scanner,24.5,76.3,690,3476,0.26,0.53,0.67,0.54,118.6,Critical,0.6,Component Wear,High,11822,3617
EQ-5070,Ventilator,31.8,38.4,253,1952,0.09,0.58,1.68,1.45,121.6,Critical,1.0,Voltage Surge,High,11351,2236
EQ-2597,X-ray Machine,32.7,39.5,506,4982,0.55,0.37,2.36,0.12,117.7,Moderate,0.35,Calibration Drift,Medium,4345,6150
EQ-4503,Blood Analyzer,25.0,46.4,631,3707,0.58,0.57,0.74,0.86,93.8,Moderate,0.35,Component Wear,Medium,5482,4667
EQ-6769,MRI Scanner,21.2,79.4,512,3605,0.17,0.42,5.26,1.15,100.2,Critical,0.95,Overheating,High,13092,4083
EQ-1495,X-ray Machine,34.6,72.7,312,3205,0.83,0.94,2.22,0.37,107.0,Moderate,0.3,Component Wear,Medium,5635,4022
EQ-7629,X-ray Machine,20.9,31.7,588,1258,0.37,0.09,5.25,0.99,95.3,Moderate,0.5,Overheating,Medium,6364,2167
EQ-6793,Blood Analyzer,39.9,75.4,236,2580,0.69,0.45,1.62,0.13,94.4,Critical,0.85,Overheating,High,9087,2784
EQ-5151,MRI Scanner,25.3,52.1,500,1314,0.83,0.15,4.39,0.12,125.9,Moderate,0.45,Pressure Leak,Medium,7005,2499
EQ-3172,Blood Analyzer,31.6,45.5,126,4027,0.68,0.22,5.83,0.28,105.5,Good,0.2,Overheating,Low,2179,4966
EQ-5574,Blood Analyzer,35.2,62.6,381,2047,0.45,0.89,4.5,1.22,86.9,Critical,0.9,Voltage Surge,High,13136,2380
EQ-9599,Blood Analyzer,38.5,40.1,558,612,0.76,0.56,5.08,1.25,81.5,Critical,1.0,Overheating,High,14490,918
EQ-2414,MRI Scanner,26.3,76.0,606,112,0.33,0.63,1.05,1.2,92.7,Critical,0.8,Component Wear,High,12146,403
EQ-9129,MRI Scanner,34.1,72.5,726,927,0.95,0.88,3.74,0.4,102.1,Critical,0.95,Calibration Drift,High,10436,1266
EQ-5615,CT Scanner,29.8,66.9,667,2770,0.37,0.13,4.88,0.14,121.4,Critical,1.0,Pressure Leak,High,8335,2878
EQ-6152,Ventilator,36.9,30.1,455,3554,0.42,0.38,2.3,0.59,101.5,Critical,0.7,Overheating,High,10478,3665
EQ-1257,X-ray Machine,28.6,34.2,546,4225,0.71,0.8,0.97,0.93,103.7,Moderate,0.35,Component Wear,Medium,5484,5251
EQ-7986,Blood Analyzer,34.2,74.3,285,4387,0.94,0.41,4.83,1.48,109.9,Critical,0.85,Voltage Surge,High,8652,4642
EQ-9076,Blood Analyzer,23.4,42.7,539,975,0.36,0.43,0.82,0.76,80.2,Moderate,0.35,Calibration Drift,Medium,5357,2039
EQ-7732,Ventilator,22.4,35.6,287,2235,0.91,0.36,1.99,0.77,125.4,Moderate,0.45,Pressure Leak,Medium,4026,2905
EQ-6905,CT Scanner,35.9,35.2,455,734,0.31,0.47,1.52,1.29,112.5,Critical,0.9,Voltage Surge,High,11642,1043
EQ-6817,MRI Scanner,25.1,70.0,300,755,0.7,0.27,2.2,0.97,126.9,Moderate,0.4,Pressure Leak,Medium,7632,1389
EQ-6385,Ventilator,36.4,47.2,36,3811,0.9,0.3,1.27,-0.01,122.3,Moderate,0.5,Overheating,Medium,4321,4747
EQ-7659,CT Scanner,18.1,21.4,445,1367,0.94,0.51,0.91,0.6,105.0,Moderate,0.35,Component Wear,Medium,6780,2407
EQ-7319,MRI Scanner,29.4,36.3,428,4219,0.62,0.62,5.46,1.19,93.0,Critical,0.7,Overheating,High,13590,4431
EQ-4863,X-ray Machine,31.6,29.6,83,1424,0.08,0.91,0.74,0.4,129.0,Good,0.15,Pressure Leak,Low,3981,2148
EQ-4634,X-ray Machine,24.2,72.3,40,597,0.16,0.41,4.98,1.02,104.2,Moderate,0.5,Calibration Drift,Medium,4372,1207
EQ-4020,Blood Analyzer,30.1,61.2,580,3018,0.01,0.45,0.61,0.45,98.9,Moderate,0.35,Component Wear,Medium,5200,4134
EQ-7749,X-ray Machine,28.8,40.6,188,4746,0.95,0.42,0.32,1.16,97.1,Good,0.25,Component Wear,Low,2669,5678
EQ-1571,Blood Analyzer,26.7,47.7,587,805,0.75,0.3,3.1,1.11,89.6,Moderate,0.55,Calibration Drift,Medium,6065,1585
EQ-5640,MRI Scanner,34.0,66.9,373,4878,0.81,0.65,0.46,0.09,124.1,Critical,1.0,Pressure Leak,High,14291,5217
EQ-6591,Ventilator,30.6,31.2,189,1534,0.61,-0.05,2.89,0.82,114.2,Moderate,0.4,Calibration Drift,Medium,6440,2512
EQ-5627,MRI Scanner,29.3,30.6,668,1627,0.55,0.27,3.94,1.4,123.0,Critical,0.65,Voltage Surge,High,10446,1962
EQ-9152,Blood Analyzer,28.2,31.9,252,2777,0.72,0.49,4.62,1.05,115.5,Good,0.25,Calibration Drift,Low,1248,3425
EQ-3841,X-ray Machine,22.4,21.7,115,714,0.14,0.17,2.89,1.04,122.1,Moderate,0.35,Pressure Leak,Medium,5071,1372
EQ-5405,MRI Scanner,32.6,55.4,253,3253,0.22,0.23,1.01,0.3,102.1,Moderate,0.4,Component Wear,Medium,4423,4267
EQ-7453,X-ray Machine,27.2,29.4,106,4102,0.47,0.93,2.19,0.58,127.0,Good,0.15,Pressure Leak,Low,2165,5197
EQ-5647,CT Scanner,24.2,55.5,303,802,0.47,0.53,5.72,0.87,98.8,Critical,0.75,Overheating,High,13551,972
EQ-2917,Ventilator,22.9,73.5,545,2617,0.82,0.4,3.91,0.91,104.1,Critical,0.6,Component Wear,High,12050,2988
EQ-3488,Blood Analyzer,31.4,50.8,666,3607,0.9,0.84,0.55,0.99,100.6,Moderate,0.35,Calibration Drift,Medium,6609,4443
EQ-4215,X-ray Machine,21.0,35.5,660,1587,0.04,0.04,5.02,1.07,110.3,Critical,0.7,Overheating,High,12807,1940
EQ-4659,Ventilator,26.6,37.8,106,1423,0.14,0.86,0.02,0.16,118.1,Good,0.05,Calibration Drift,Low,1556,2425
EQ-2751,Blood Analyzer,31.0,40.7,527,1235,0.62,0.22,2.2,0.18,100.7,Moderate,0.35,Calibration Drift,Medium,7764,1835
EQ-9388,X-ray Machine,26.5,52.9,304,4414,0.55,0.09,3.9,-0.02,103.1,Good,0.05,Calibration Drift,Low,3078,5275
EQ-3329,MRI Scanner,27.2,36.1,166,437,0.31,0.59,1.53,0.77,104.4,Good,0.05,Component Wear,Low,1372,1556
EQ-4181,MRI Scanner,20.5,37.4,420,3718,0.41,0.48,0.56,0.27,126.4,Moderate,0.45,Pressure Leak,Medium,6800,4533
EQ-8125,MRI Scanner,26.3,52.7,401,799,0.88,0.48,3.27,1.12,121.8,Critical,0.65,Pressure Leak,High,13380,1211
EQ-4992,CT Scanner,27.3,34.5,571,2986,0.01,0.86,6.03,0.23,93.8,Moderate,0.5,Overheating,Medium,7139,4156
EQ-7742,X-ray Machine,22.1,28.3,229,2314,0.31,0.21,2.99,0.75,118.6,Good,0.05,Calibration Drift,Low,2710,3074
EQ-6600,X-ray Machine,25.9,55.1,421,771,0.17,0.69,4.73,1.05,113.7,Moderate,0.55,Calibration Drift,Medium,4954,1496
EQ-8241,CT Scanner,24.6,37.1,116,1800,0.19,0.6,4.3,0.56,116.5,Good,0.05,Calibration Drift,Low,3949,2420
EQ-2163,MRI Scanner,18.3,69.5,581,2440,0.37,0.71,1.44,1.25,105.1,Critical,0.8,Voltage Surge,High,12552,2810
EQ-7861,Blood Analyzer,18.4,59.1,238,2801,0.26,0.97,3.27,0.51,113.4,Good,0.05,Component Wear,Low,2364,3783
EQ-2691,Ventilator,34.9,20.9,400,4999,0.85,0.8,4.99,0.65,103.4,Critical,0.7,Calibration Drift,High,11561,5489
EQ-6238,MRI Scanner,31.4,27.9,629,383,0.41,0.54,0.96,0.71,109.1,Moderate,0.35,Calibration Drift,Medium,4302,1135
EQ-6633,MRI Scanner,22.0,49.4,248,3458,0.12,0.69,3.94,-0.01,118.3,Good,0.05,Calibration Drift,Low,1948,4510
EQ-1550,Blood Analyzer,30.5,49.7,456,4160,0.23,0.78,5.84,0.39,104.3,Moderate,0.5,Overheating,Medium,7094,5293
EQ-5278,Blood Analyzer,33.2,37.6,264,4209,0.26,0.79,1.93,0.64,81.8,Good,0.05,Component Wear,Low,2834,5160
EQ-8434,X-ray Machine,33.2,41.6,571,4032,0.47,0.98,3.78,0.75,116.8,Moderate,0.35,Calibration Drift,Medium,7433,5079
EQ-8395,X-ray Machine,29.5,23.4,474,3054,0.87,0.25,4.06,0.84,81.7,Moderate,0.35,Calibration Drift,Medium,6442,3677
EQ-2556,MRI Scanner,21.9,64.2,283,4443,0.66,0.5,1.63,0.13,122.1,Good,0.15,Pressure Leak,Low,2080,5123
EQ-4285,X-ray Machine,39.8,52.7,306,1808,0.3,0.02,2.61,0.42,82.2,Moderate,0.4,Overheating,Medium,6751,2534
EQ-9891,X-ray Machine,18.9,68.5,320,1389,0.76,0.97,1.24,0.03,86.8,Good,0.05,Calibration Drift,Low,3689,2337
EQ-4028,CT Scanner,30.2,78.3,117,3698,0.62,0.62,0.2,0.56,97.5,Critical,0.65,Component Wear,High,9833,4170
EQ-2110,Ventilator,21.9,21.4,465,2446,0.36,0.79,3.41,1.06,90.7,Moderate,0.55,Component Wear,Medium,7009,3231
EQ-1896,Ventilator,34.9,46.0,45,3118,0.66,0.63,1.1,0.12,120.5,Moderate,0.5,Pressure Leak,Medium,7334,3799
EQ-9046,CT Scanner,32.9,31.5,176,2775,0.67,0.22,1.55,0.7,86.5,Moderate,0.4,Component Wear,Medium,5947,3876
EQ-5789,MRI Scanner,26.9,36.3,127,2806,0.07,0.87,0.01,0.8,85.1,Good,0.05,Calibration Drift,Low,2391,3836
EQ-1477,Blood Analyzer,23.5,53.8,376,4957,0.83,0.74,2.96,0.85,97.3,Moderate,0.35,Calibration Drift,Medium,7383,6130
EQ-8254,CT Scanner,33.9,69.1,35,4688,0.41,0.14,3.26,0.61,97.9,Critical,0.65,Component Wear,High,9629,4937
EQ-5680,Blood Analyzer,19.4,34.0,152,297,1.04,0.52,0.11,1.05,121.1,Moderate,0.35,Pressure Leak,Medium,6520,946
EQ-4234,MRI Scanner,18.5,28.9,255,945,0.25,0.2,1.07,0.51,123.8,Good,0.15,Pressure Leak,Low,3827,1961
EQ-9018,Ventilator,18.1,22.9,173,3987,0.61,0.13,1.73,1.41,94.1,Good,0.25,Voltage Surge,Low,1059,4778
EQ-2389,MRI Scanner,37.4,68.8,405,2450,0.51,0.49,1.14,1.53,102.5,Critical,1.0,Overheating,High,8268,2888
EQ-1652,X-ray Machine,30.7,60.9,113,1427,0.44,0.1,5.1,0.32,110.1,Good,0.2,Overheating,Low,3204,2040
EQ-7657,Ventilator,39.2,75.6,720,160,0.9,0.99,0.03,0.06,102.1,Critical,1.0,Overheating,High,14522,371
EQ-5960,MRI Scanner,33.3,76.0,591,495,0.62,0.45,5.59,1.42,84.9,Critical,1.0,Overheating,High,11431,651
EQ-6750,MRI Scanner,31.0,51.8,246,4748,0.97,0.6,2.95,0.79,95.9,Good,0.05,Calibration Drift,Low,3379,5685
EQ-5957,Ventilator,18.0,38.7,529,1485,0.4,0.67,0.33,0.54,119.9,Moderate,0.35,Calibration Drift,Medium,5291,2311
EQ-5531,Blood Analyzer,18.1,43.4,353,1062,0.28,0.41,1.63,0.37,112.0,Moderate,0.35,Calibration Drift,Medium,6583,2040
EQ-7342,CT Scanner,37.1,78.8,638,460,0.15,0.29,5.73,0.52,90.6,Critical,1.0,Overheating,High,13845,927
EQ-6015,Ventilator,24.7,45.7,430,1363,0.44,0.72,0.67,0.86,127.8,Moderate,0.45,Pressure Leak,Medium,5733,2414
EQ-5058,MRI Scanner,33.3,46.8,466,3206,0.89,0.53,2.12,0.6,86.5,Critical,0.7,Component Wear,High,10984,3341
EQ-9612,MRI Scanner,38.4,36.1,273,1176,0.65,0.01,5.31,0.44,103.1,Moderate,0.55,Overheating,Medium,7769,2255
EQ-2575,Ventilator,22.9,69.8,503,3017,0.42,0.85,5.75,1.23,119.5,Critical,0.95,Overheating,High,13191,3331
EQ-2316,Ventilator,26.1,51.9,24,4247,0.1,0.39,2.7,0.95,80.9,Good,0.05,Calibration Drift,Low,2345,5388
EQ-2479,Ventilator,37.3,64.7,710,632,0.54,0.24,0.41,1.21,110.5,Critical,1.0,Overheating,High,14918,925
EQ-4151,MRI Scanner,35.6,33.8,216,3661,-0.01,0.4,2.88,0.94,92.3,Moderate,0.4,Component Wear,Medium,5713,4524
EQ-7025,CT Scanner,40.0,38.5,730,2971,0.92,0.74,2.23,0.6,97.5,Critical,0.7,Overheating,High,11987,3078
EQ-8614,CT Scanner,33.9,60.3,591,1517,0.48,0.05,1.95,0.71,96.0,Critical,0.95,Calibration Drift,High,8692,1864
EQ-5555,Ventilator,21.8,70.3,634,4409,0.89,0.46,0.5,0.58,100.4,Critical,0.6,Calibration Drift,High,14488,4585
EQ-2032,Ventilator,29.0,58.3,339,1930,0.47,0.37,6.06,0.82,125.7,Critical,0.6,Overheating,High,13716,2240
EQ-7307,Ventilator,31.1,60.2,690,961,0.3,0.94,5.49,1.03,116.6,Critical,1.0,Overheating,High,10431,1419
EQ-7442,MRI Scanner,27.1,32.8,701,2518,0.15,0.87,4.9,1.53,89.9,Moderate,0.55,Voltage Surge,Medium,5956,3372
EQ-4937,Blood Analyzer,26.0,59.1,402,2797,0.8,0.59,1.18,0.52,109.5,Moderate,0.35,Component Wear,Medium,6158,3774
EQ-6267,Ventilator,35.6,53.5,22,4935,0.11,0.71,2.77,0.35,128.1,Moderate,0.5,Pressure Leak,Medium,5114,5954
EQ-4411,Ventilator,35.4,55.8,35,3852,0.69,0.8,5.17,0.49,100.2,Moderate,0.55,Overheating,Medium,7659,4636
