equipment_id,equipment_type,temperature_avg,humidity_avg,last_maintenance_days,uptime_hours,sensor_1,sensor_2,vibration,voltage_fluctuation,pressure,equipment_health,failure_probability,failure_reason,maintenance_level,cost_implications,updated_uptime
EQ-2402,Ventilator,36.7,29.3,226,2455,0.23,0.18,4.07,1.48,112.1,Critical,0.9,Overheating,High,3359,2998
EQ-2131,MRI Scanner,24.1,38.6,290,1193,0.06,0.07,5.1,1.19,89.6,Moderate,0.4,Overheating,Medium,4913,2279
EQ-2514,CT Scanner,22.6,58.9,137,3155,0.22,0.78,2.87,0.59,95.7,Moderate,0.3,Voltage Surge,Medium,3893,3311
EQ-9072,Ventilator,23.7,27.8,3,2288,0.71,0.39,-0.05,1.13,87.8,Good,0.25,Voltage Surge,Low,1824,3112
EQ-5292,Blood Analyzer,32.4,79.6,470,3657,0.77,0.59,0.31,1.1,89.7,Critical,0.8,Pressure Leak,High,10219,4123
EQ-3970,X-ray Machine,19.3,67.0,591,1540,0.6,0.35,4.6,0.98,109.5,Moderate,0.35,Voltage Surge,Medium,1382,2527
EQ-1044,Blood Analyzer,30.2,79.8,480,553,0.45,0.78,2.57,0.17,117.9,Critical,0.6,Overheating,High,1577,1321
EQ-3179,MRI Scanner,36.6,64.8,118,3850,0.1,0.31,3.27,1.11,91.3,Critical,0.6,Component Wear,High,9857,4613
EQ-5300,X-ray Machine,26.2,31.0,101,2265,0.52,0.61,4.59,1.03,126.0,Moderate,0.35,Component Wear,Medium,3384,3342
EQ-1194,X-ray Machine,28.0,54.1,667,4895,0.49,0.6,3.2,1.34,129.8,Critical,0.65,Overheating,High,4060,5344
EQ-2868,Blood Analyzer,26.3,73.9,21,4970,0.71,0.32,5.22,1.26,94.3,Critical,0.65,Voltage Surge,High,10174,5841
EQ-7849,CT Scanner,18.3,76.3,61,587,0.13,0.26,4.81,0.24,91.0,Moderate,0.3,Voltage Surge,Medium,5100,1757
EQ-8963,Blood Analyzer,35.7,27.8,329,257,0.63,0.58,2.39,0.14,112.2,Moderate,0.4,Sensor Drift,Medium,4435,791
EQ-4814,Ventilator,31.8,20.7,30,1082,0.11,0.8,2.08,0.3,102.9,Moderate,0.4,Voltage Surge,Medium,8300,1417
EQ-8308,X-ray Machine,20.4,60.9,528,1166,0.16,0.05,2.22,0.08,121.7,Moderate,0.45,Overheating,Medium,11109,1836
EQ-7492,Blood Analyzer,38.6,26.4,148,4340,0.14,0.03,4.18,0.7,82.2,Moderate,0.4,Overheating,Medium,6105,4657
EQ-3822,Blood Analyzer,31.7,79.3,667,2393,0.39,0.23,0.58,1.4,111.6,Critical,0.8,Overheating,High,2593,2726
EQ-7785,MRI Scanner,27.8,60.8,611,113,0.91,0.66,1.42,1.25,80.5,Moderate,0.55,Sensor Drift,Medium,11538,591
EQ-7017,Ventilator,20.7,39.0,575,1877,0.88,0.87,0.22,0.49,114.6,Moderate,0.35,Voltage Surge,Medium,11685,2926
EQ-2399,Blood Analyzer,20.6,63.1,502,4381,0.21,-0.01,4.86,0.71,100.1,Moderate,0.35,Voltage Surge,Medium,2408,5544
EQ-2990,Ventilator,39.5,42.8,39,2042,0.68,0.61,1.39,0.85,94.1,Moderate,0.4,Pressure Leak,Medium,3480,2391
EQ-3904,Blood Analyzer,25.0,73.3,517,2204,0.26,0.43,2.94,0.64,124.0,Critical,0.7,Component Wear,High,13807,3057
EQ-2565,Blood Analyzer,27.7,42.6,455,1559,0.49,0.84,0.45,0.31,103.4,Moderate,0.35,Sensor Drift,Medium,7341,1733
EQ-1492,MRI Scanner,38.4,37.0,560,4337,0.88,0.67,1.32,0.72,97.2,Critical,0.7,Voltage Surge,High,10874,5528
EQ-6699,X-ray Machine,26.9,79.3,175,3558,0.77,1.04,5.14,0.63,81.4,Moderate,0.45,Overheating,Medium,6093,3993
EQ-7894,CT Scanner,22.3,79.8,353,2041,0.32,0.41,4.36,0.8,117.7,Critical,0.6,Sensor Drift,High,2165,2293
EQ-9041,X-ray Machine,21.5,52.7,35,3371,0.86,0.9,0.66,1.08,124.4,Moderate,0.35,Component Wear,Medium,9086,4555
EQ-1904,MRI Scanner,20.5,20.8,453,1913,0.83,0.62,5.07,0.4,89.8,Moderate,0.5,Sensor Drift,Medium,11088,2866
EQ-7528,X-ray Machine,19.6,75.9,71,3984,0.84,0.39,1.59,1.31,98.0,Moderate,0.5,Component Wear,Medium,12464,5040
EQ-2693,CT Scanner,33.4,55.4,94,648,0.36,0.55,0.11,1.06,86.8,Critical,0.85,Sensor Drift,High,13326,1287
EQ-2683,MRI Scanner,28.5,59.5,272,2232,0.82,0.5,4.04,0.45,84.3,Good,0.05,Component Wear,Low,5996,2697
EQ-9558,Blood Analyzer,22.9,44.7,224,3311,0.83,0.83,2.7,0.86,100.1,Good,0.05,Component Wear,Low,12467,4219
EQ-1157,Blood Analyzer,25.8,71.5,559,3034,0.13,0.25,4.96,0.27,124.5,Critical,0.7,Overheating,High,10229,4031
EQ-6393,Blood Analyzer,35.8,61.7,276,1941,0.71,0.64,0.21,0.5,120.6,Moderate,0.5,Sensor Drift,Medium,12666,2669
EQ-9374,Blood Analyzer,29.4,69.8,712,2979,0.69,0.94,2.26,0.91,85.1,Critical,0.6,Voltage Surge,High,12615,4165
EQ-9309,X-ray Machine,37.7,28.0,448,403,0.56,0.81,1.08,1.3,87.1,Critical,0.9,Component Wear,High,4774,1568
EQ-2787,MRI Scanner,33.0,47.2,556,1494,0.28,1.07,5.36,0.98,126.4,Critical,0.95,Overheating,High,9003,2149
EQ-9126,MRI Scanner,29.3,65.8,148,2664,0.12,0.19,4.6,1.39,128.1,Critical,0.6,Voltage Surge,High,14995,3688
EQ-5009,MRI Scanner,35.6,34.7,200,4310,0.67,0.1,5.43,1.15,97.1,Critical,0.75,Pressure Leak,High,1654,4795
EQ-3438,MRI Scanner,29.2,30.5,41,3042,0.35,0.76,1.77,0.81,126.1,Good,0.15,Pressure Leak,Low,12902,3601
EQ-5352,X-ray Machine,28.9,46.8,342,2841,0.39,0.93,3.39,0.02,88.8,Good,0.05,Pressure Leak,Low,2102,3196
EQ-9824,CT Scanner,33.4,79.2,609,2002,0.9,0.9,3.33,0.39,93.1,Critical,0.95,Pressure Leak,High,4218,3020
EQ-9127,X-ray Machine,28.6,69.7,612,542,0.05,0.87,2.47,1.47,126.0,Critical,0.65,Voltage Surge,High,8816,1526
EQ-5310,X-ray Machine,34.5,31.6,518,4422,0.53,0.79,0.45,1.0,102.2,Moderate,0.35,Sensor Drift,Medium,6140,4526
EQ-2251,Ventilator,36.5,30.8,330,913,0.73,0.9,1.92,1.33,117.0,Critical,0.9,Voltage Surge,High,12948,2105
EQ-3164,X-ray Machine,35.6,71.2,260,2971,0.66,0.05,3.4,0.66,96.9,Critical,0.65,Sensor Drift,High,13136,3124
EQ-5249,X-ray Machine,36.8,53.9,720,1618,0.47,0.91,3.15,0.85,84.7,Critical,0.7,Overheating,High,14339,2764
EQ-6877,Ventilator,24.9,40.8,140,2518,0.56,0.56,4.7,1.54,114.9,Good,0.25,Overheating,Low,13068,2729
EQ-8720,Blood Analyzer,26.5,69.2,140,4277,1.07,0.14,5.33,1.39,96.1,Critical,0.65,Voltage Surge,High,14200,4782
EQ-9915,Ventilator,39.9,64.6,232,4054,0.79,0.54,4.08,0.92,105.0,Critical,0.95,Voltage Surge,High,10113,4316
EQ-8446,MRI Scanner,20.8,57.4,541,2367,0.48,0.88,5.08,0.57,82.2,Moderate,0.5,Overheating,Medium,4274,2805
EQ-6394,Blood Analyzer,28.7,28.8,287,4094,0.47,0.32,2.94,0.47,106.0,Good,0.05,Component Wear,Low,13996,5146
EQ-8344,X-ray Machine,18.2,68.5,255,391,0.21,0.79,4.66,0.4,122.5,Good,0.15,Sensor Drift,Low,5174,1531
EQ-6359,Blood Analyzer,24.4,31.7,5,2442,0.39,0.19,4.05,1.14,128.3,Moderate,0.35,Overheating,Medium,13396,3518
EQ-5721,Ventilator,31.2,59.7,254,4490,0.24,0.82,2.92,1.04,85.0,Critical,0.9,Component Wear,High,6982,5620
EQ-5674,X-ray Machine,30.3,39.1,176,4204,0.34,0.18,1.21,0.62,119.4,Good,0.05,Overheating,Low,14733,4591
EQ-4158,X-ray Machine,28.1,52.8,159,382,0.22,0.98,3.27,1.16,89.2,Good,0.25,Component Wear,Low,4635,829
EQ-3112,CT Scanner,37.0,20.7,692,4427,0.67,0.15,5.68,1.22,84.7,Critical,1.0,Overheating,High,14882,4816
EQ-2899,CT Scanner,38.6,44.3,426,2632,0.37,0.89,4.2,0.9,93.2,Critical,0.7,Voltage Surge,High,10154,3244
EQ-3110,Blood Analyzer,20.3,21.0,655,4788,0.63,0.7,3.17,1.5,87.6,Moderate,0.55,Voltage Surge,Medium,3382,5522
EQ-8538,Blood Analyzer,39.1,58.2,595,1013,0.03,0.8,0.47,1.29,125.5,Critical,1.0,Sensor Drift,High,4968,1870
EQ-9108,MRI Scanner,36.0,72.4,155,4011,0.5,0.07,0.53,0.93,84.6,Critical,0.65,Pressure Leak,High,9031,4511
EQ-7693,X-ray Machine,27.4,70.6,409,1297,0.2,0.71,0.66,0.76,124.1,Critical,0.7,Voltage Surge,High,12772,2415
EQ-5823,Blood Analyzer,22.5,74.5,451,1651,0.03,0.61,3.03,1.5,87.2,Critical,0.8,Component Wear,High,5181,1823
EQ-5248,MRI Scanner,24.1,25.3,18,4552,0.49,0.68,0.33,0.15,105.6,Good,0.05,Component Wear,Low,8304,4774
EQ-8713,X-ray Machine,20.3,30.5,181,3110,-0.09,0.77,3.08,1.37,82.6,Good,0.25,Sensor Drift,Low,7560,3740
EQ-5033,CT Scanner,31.4,22.7,297,1412,0.22,0.24,2.68,0.64,87.3,Critical,0.7,Voltage Surge,High,13805,1761
EQ-6876,X-ray Machine,38.7,76.9,624,4762,0.79,0.82,3.12,0.16,108.4,Critical,1.0,Sensor Drift,High,11592,5314
EQ-9593,X-ray Machine,29.7,25.1,489,923,0.09,0.28,4.43,0.36,129.0,Moderate,0.45,Sensor Drift,Medium,14839,1553
EQ-1072,Ventilator,20.2,77.6,334,2348,0.92,0.17,0.92,0.32,122.4,Critical,0.7,Component Wear,High,1239,3244
EQ-6045,MRI Scanner,35.2,41.7,545,4260,-0.04,0.36,4.09,1.12,102.1,Critical,0.9,Component Wear,High,1532,4871
EQ-1952,Blood Analyzer,26.0,21.2,171,4660,0.74,0.44,0.2,1.03,106.4,Good,0.25,Voltage Surge,Low,10402,5670
EQ-5415,Blood Analyzer,31.1,49.9,73,3277,0.81,0.12,3.24,0.38,98.3,Good,0.05,Pressure Leak,Low,11300,3484
EQ-5664,CT Scanner,36.8,45.5,420,464,0.18,0.48,3.71,0.11,98.5,Critical,0.7,Pressure Leak,High,14532,1604
EQ-1664,CT Scanner,18.8,37.5,50,2505,0.33,0.63,5.65,1.52,124.1,Moderate,0.5,Component Wear,Medium,8588,3633
EQ-2411,Ventilator,19.1,40.7,155,2243,0.77,0.54,2.83,0.03,118.8,Good,0.05,Voltage Surge,Low,4268,2400
EQ-7067,Ventilator,26.5,56.7,84,2363,0.53,0.44,5.6,1.52,94.6,Moderate,0.4,Component Wear,Medium,8595,3455
EQ-3273,X-ray Machine,25.5,47.2,653,4182,0.94,0.58,4.86,1.4,122.9,Critical,0.65,Component Wear,High,4654,4789
EQ-7641,Ventilator,24.7,57.8,689,3542,0.17,0.88,4.34,1.26,85.8,Moderate,0.55,Sensor Drift,Medium,7753,3685
EQ-9479,CT Scanner,36.3,21.0,2,439,0.79,0.16,3.67,0.04,85.7,Moderate,0.4,Pressure Leak,Medium,2797,1007
EQ-9005,Ventilator,21.5,74.0,446,4188,0.23,0.82,3.25,1.25,89.6,Critical,0.8,Sensor Drift,High,14935,4783
EQ-2188,Blood Analyzer,30.7,35.9,640,1299,0.7,-0.01,2.24,0.98,80.9,Moderate,0.35,Sensor Drift,Medium,13685,1437
EQ-1759,CT Scanner,25.7,41.2,434,501,0.1,0.61,5.99,0.58,99.4,Moderate,0.5,Pressure Leak,Medium,4348,1232
EQ-9033,CT Scanner,23.5,59.4,660,1182,0.2,0.24,5.09,0.74,94.4,Critical,0.75,Sensor Drift,High,13028,2303
EQ-8030,MRI Scanner,20.9,78.6,396,3488,0.89,0.36,5.06,0.62,108.0,Critical,0.75,Voltage Surge,High,3160,4509
EQ-6852,X-ray Machine,30.5,72.3,443,2649,0.89,0.84,2.62,0.4,92.3,Critical,0.6,Sensor Drift,High,5903,2899
EQ-6801,X-ray Machine,39.8,58.9,392,1571,0.52,0.93,5.14,0.96,93.8,Critical,0.85,Pressure Leak,High,13226,1986
EQ-9546,X-ray Machine,36.1,23.7,493,4902,0.2,0.02,5.36,0.38,105.4,Critical,0.85,Component Wear,High,1781,6013
EQ-1405,Ventilator,21.2,45.3,392,4884,0.02,0.3,2.05,0.96,98.8,Moderate,0.35,Voltage Surge,Medium,12106,5567
EQ-1965,CT Scanner,21.0,46.2,25,2546,-0.02,0.68,2.23,0.11,117.6,Good,0.05,Overheating,Low,1295,3239
EQ-8686,MRI Scanner,39.1,49.1,492,2250,0.76,0.66,0.57,0.55,90.6,Critical,0.7,Overheating,High,12150,3176
EQ-5881,MRI Scanner,24.3,31.6,136,4519,0.27,0.57,2.15,1.21,119.9,Good,0.25,Pressure Leak,Low,3239,5208
EQ-3298,Ventilator,38.4,66.4,322,2779,0.63,0.62,-0.07,1.23,128.4,Critical,1.0,Voltage Surge,High,3249,3901
EQ-4029,CT Scanner,38.8,66.0,355,2792,0.36,0.53,4.28,0.67,91.6,Critical,0.95,Sensor Drift,High,14507,3284
EQ-7899,Ventilator,24.8,32.4,240,4894,0.7,0.68,0.82,0.35,88.8,Moderate,0.35,Voltage Surge,Medium,13781,5250
EQ-9908,MRI Scanner,28.9,62.1,615,4152,0.49,0.56,3.14,0.63,120.5,Moderate,0.45,Component Wear,Medium,4176,5032
EQ-5622,CT Scanner,37.1,44.6,389,2296,0.14,0.12,3.37,0.32,113.2,Critical,0.7,Sensor Drift,High,9935,3338
EQ-9961,Ventilator,35.8,37.3,489,4817,0.55,1.02,0.02,0.99,94.1,Critical,0.7,Overheating,High,12561,5994
EQ-7840,CT Scanner,28.7,33.8,601,3491,0.93,0.39,2.44,0.16,99.0,Critical,0.7,Voltage Surge,High,3884,4087
EQ-8271,X-ray Machine,31.0,25.9,646,3106,0.53,0.24,2.8,0.18,112.1,Moderate,0.35,Voltage Surge,Medium,14731,3344
EQ-2662,Ventilator,30.6,52.5,160,4898,0.1,0.33,4.63,0.17,120.0,Moderate,0.4,Sensor Drift,Medium,7021,5462
EQ-2453,Ventilator,26.4,45.3,528,3073,0.46,0.55,3.74,0.58,102.4,Moderate,0.35,Overheating,Medium,5642,3476
EQ-6449,Blood Analyzer,22.6,36.7,478,4754,-0.01,0.44,2.57,0.06,104.2,Moderate,0.35,Overheating,Medium,9108,4962
EQ-4444,MRI Scanner,30.6,31.5,677,4419,0.76,0.19,0.65,0.09,94.2,Moderate,0.35,Component Wear,Medium,2079,5097
EQ-5074,Blood Analyzer,35.0,61.6,604,3439,0.66,0.34,3.78,1.06,129.7,Critical,1.0,Overheating,High,5968,4458
EQ-7418,Ventilator,23.8,75.6,330,245,0.47,0.97,3.55,0.7,93.7,Critical,0.6,Voltage Surge,High,12140,1338
EQ-3005,MRI Scanner,32.7,43.0,605,2691,0.6,0.63,1.24,0.8,119.8,Critical,0.7,Voltage Surge,High,2991,3534
EQ-6662,Blood Analyzer,21.5,28.4,659,841,0.86,0.29,3.01,1.45,101.4,Moderate,0.55,Pressure Leak,Medium,1182,950
EQ-6140,MRI Scanner,28.0,76.8,329,2539,0.87,0.05,3.3,0.62,117.5,Critical,0.6,Overheating,High,7997,2747
EQ-8550,X-ray Machine,36.4,30.3,119,4706,-0.0,0.92,4.16,1.34,128.8,Critical,0.7,Component Wear,High,10182,5514
EQ-7970,MRI Scanner,32.7,29.5,307,2317,0.97,0.33,3.04,0.58,90.0,Critical,0.7,Overheating,High,12481,2780
EQ-9438,X-ray Machine,36.4,47.3,648,2366,0.51,1.0,2.08,0.27,82.0,Critical,0.7,Component Wear,High,10433,3308
EQ-3460,Ventilator,28.7,65.5,683,3477,0.2,0.14,1.5,1.28,99.1,Critical,0.8,Sensor Drift,High,7524,3695
EQ-4081,MRI Scanner,31.5,68.8,260,1986,0.87,0.46,3.69,0.44,117.1,Moderate,0.3,Sensor Drift,Medium,2205,2453
EQ-7050,Blood Analyzer,33.9,37.3,585,3114,0.55,0.9,1.43,1.48,122.9,Critical,0.65,Pressure Leak,High,7065,3253
EQ-9568,Ventilator,24.5,43.0,681,3724,0.22,0.29,3.99,1.01,107.7,Moderate,0.55,Overheating,Medium,4081,4172
EQ-5159,Ventilator,35.8,72.2,35,2191,0.67,0.37,5.86,0.98,104.8,Critical,0.8,Overheating,High,7060,3121
EQ-1017,MRI Scanner,24.1,67.3,412,4773,0.23,0.87,1.52,0.51,96.8,Critical,0.6,Pressure Leak,High,13146,5917
EQ-9124,Blood Analyzer,33.6,33.7,652,4431,0.79,0.25,2.39,0.4,97.4,Moderate,0.35,Component Wear,Medium,10487,4830
EQ-4816,X-ray Machine,36.1,72.4,228,4205,0.9,0.89,5.91,1.36,106.5,Critical,1.0,Sensor Drift,High,2468,4493
EQ-9874,CT Scanner,29.4,34.5,239,802,0.31,0.98,3.07,1.13,94.4,Critical,0.6,Overheating,High,12398,1755
EQ-5144,CT Scanner,36.8,31.6,300,2369,0.61,0.1,3.97,0.61,115.2,Critical,0.7,Component Wear,High,13284,2491
EQ-7953,X-ray Machine,24.2,63.0,519,4863,0.37,0.57,2.44,0.11,118.3,Moderate,0.35,Component Wear,Medium,14761,5710
EQ-5593,X-ray Machine,25.4,33.9,112,3288,0.7,0.87,2.52,0.25,118.5,Good,0.05,Pressure Leak,Low,1426,4414
EQ-2210,X-ray Machine,22.2,65.9,722,827,0.12,0.58,2.28,0.1,96.4,Moderate,0.35,Voltage Surge,Medium,8618,1079
EQ-9606,CT Scanner,39.2,77.7,286,3113,0.58,0.75,5.77,1.47,117.1,Critical,1.0,Overheating,High,11898,3547
EQ-5845,CT Scanner,20.5,55.8,439,4808,0.42,0.79,2.06,1.24,101.5,Critical,0.8,Pressure Leak,High,2402,5188
EQ-8982,X-ray Machine,24.9,26.6,585,1666,0.53,0.45,3.64,0.19,111.0,Moderate,0.35,Voltage Surge,Medium,1547,2315
EQ-3359,X-ray Machine,27.4,65.6,248,2657,0.65,0.53,3.96,0.93,83.4,Good,0.05,Sensor Drift,Low,7350,3711
EQ-6960,X-ray Machine,34.5,40.1,485,210,0.97,0.49,1.04,1.23,87.0,Moderate,0.55,Component Wear,Medium,5840,628
EQ-2484,Blood Analyzer,23.8,36.0,84,2008,0.58,0.86,5.27,0.94,97.5,Good,0.2,Component Wear,Low,5030,2865
EQ-9935,MRI Scanner,23.7,73.9,341,4795,0.21,0.06,2.87,0.66,90.4,Critical,0.6,Overheating,High,9547,5752
EQ-5776,CT Scanner,35.2,23.2,49,1398,0.64,0.77,4.54,1.22,83.2,Critical,0.6,Voltage Surge,High,6444,1626
EQ-3981,MRI Scanner,33.0,54.8,512,2979,0.83,0.78,1.58,0.58,123.6,Critical,0.8,Component Wear,High,12348,3205
EQ-4756,Blood Analyzer,19.6,51.5,600,4386,0.74,1.05,2.64,1.29,126.5,Critical,0.65,Sensor Drift,High,6211,5023
EQ-9724,Blood Analyzer,36.6,50.5,92,495,0.2,0.06,2.35,0.04,114.7,Moderate,0.4,Sensor Drift,Medium,10745,1039
EQ-1243,Blood Analyzer,32.8,32.1,445,1472,0.66,0.95,4.74,1.54,121.7,Critical,0.65,Sensor Drift,High,9182,1858
EQ-9329,X-ray Machine,23.0,23.7,16,2615,0.22,0.63,2.89,1.51,101.0,Good,0.25,Voltage Surge,Low,9327,3335
EQ-7425,CT Scanner,18.9,21.9,145,4502,1.07,0.6,0.05,0.62,85.5,Good,0.05,Component Wear,Low,5837,5050
EQ-3925,Blood Analyzer,20.4,52.4,162,220,0.07,0.57,0.86,-0.03,120.6,Good,0.15,Pressure Leak,Low,5013,1102
EQ-6339,X-ray Machine,21.0,72.8,181,1436,0.56,0.56,0.06,1.02,108.6,Moderate,0.5,Overheating,Medium,12981,1554
EQ-5907,MRI Scanner,19.8,44.4,428,3856,0.3,0.09,1.5,1.25,124.1,Critical,0.65,Component Wear,High,14573,4954
EQ-5269,MRI Scanner,30.3,79.0,480,1190,0.6,0.68,4.55,0.82,83.9,Critical,0.6,Voltage Surge,High,14031,2129
EQ-5879,MRI Scanner,27.4,52.0,439,4039,0.72,0.13,3.91,1.32,95.2,Moderate,0.55,Component Wear,Medium,14598,4591
EQ-2514,MRI Scanner,19.0,56.1,29,1703,0.67,0.69,1.8,1.47,94.3,Good,0.25,Component Wear,Low,8189,2384
EQ-1455,Ventilator,18.0,63.6,346,1465,0.81,0.41,4.61,1.28,104.3,Critical,0.8,Overheating,High,6357,2181
EQ-5335,Ventilator,20.7,67.2,101,780,0.84,0.55,1.56,0.3,93.3,Moderate,0.3,Voltage Surge,Medium,5486,1171
EQ-6074,Blood Analyzer,33.9,39.0,150,1398,0.86,0.95,2.01,0.69,116.2,Good,0.05,Voltage Surge,Low,13353,2074
EQ-7746,Blood Analyzer,21.7,63.8,653,2283,0.38,0.48,1.42,1.23,129.4,Critical,0.65,Sensor Drift,High,2191,3183
EQ-2855,Blood Analyzer,38.5,56.1,451,993,0.51,0.42,5.73,0.09,84.9,Critical,0.85,Sensor Drift,High,1350,1504
EQ-7772,Ventilator,31.2,31.0,220,1140,0.97,0.79,5.32,0.05,101.0,Critical,0.85,Voltage Surge,High,8183,1657
EQ-5708,Blood Analyzer,19.1,37.6,198,3436,0.47,0.29,4.37,0.71,82.1,Good,0.05,Pressure Leak,Low,12844,3782
EQ-5855,Ventilator,18.7,49.2,136,4964,0.99,0.7,5.35,1.16,102.7,Moderate,0.4,Overheating,Medium,8383,5189
EQ-7457,MRI Scanner,20.8,35.9,395,4986,0.64,0.7,3.89,0.66,93.4,Moderate,0.35,Pressure Leak,Medium,6208,5583
EQ-3531,Ventilator,21.6,43.5,392,4324,0.83,0.54,1.42,0.58,110.8,Moderate,0.35,Sensor Drift,Medium,14740,5202
EQ-3254,Ventilator,20.8,24.3,704,1073,0.4,0.82,3.67,1.59,112.2,Moderate,0.55,Sensor Drift,Medium,13220,1605
EQ-6814,Blood Analyzer,33.2,64.8,139,3068,0.68,0.25,2.63,0.28,94.2,Good,0.05,Component Wear,Low,9529,3988
EQ-3252,X-ray Machine,38.6,65.3,469,2855,0.8,0.57,3.29,0.1,92.4,Critical,0.7,Sensor Drift,High,7543,4052
EQ-7138,CT Scanner,26.4,51.1,264,2913,0.4,0.79,3.54,0.5,110.7,Moderate,0.35,Voltage Surge,Medium,8180,3636
EQ-9697,CT Scanner,22.3,61.9,390,3542,0.64,0.41,6.0,1.11,88.0,Critical,0.95,Component Wear,High,2268,4051
EQ-2488,Ventilator,34.1,23.1,580,431,0.54,0.22,1.06,1.2,88.6,Critical,0.9,Pressure Leak,High,8090,978
EQ-9100,CT Scanner,37.9,55.4,619,1996,0.87,0.41,4.56,0.67,106.1,Critical,0.95,Overheating,High,9059,2703
EQ-4228,MRI Scanner,23.4,36.3,473,4969,0.25,0.4,3.01,0.08,126.9,Moderate,0.45,Voltage Surge,Medium,11448,6045
EQ-2600,CT Scanner,28.9,24.3,431,770,0.4,0.29,1.42,1.14,96.5,Critical,0.9,Sensor Drift,High,9480,1814
EQ-2354,Blood Analyzer,19.8,48.3,285,3173,0.73,0.83,1.5,0.3,108.6,Good,0.05,Voltage Surge,Low,9896,3468
EQ-1487,Ventilator,23.2,30.3,526,3768,0.65,0.57,4.95,1.34,130.0,Critical,0.65,Voltage Surge,High,4771,4461
EQ-2073,Ventilator,35.8,48.4,53,2027,0.61,0.24,2.98,1.22,101.6,Critical,0.6,Overheating,High,4105,2656
EQ-3706,Blood Analyzer,24.9,65.8,370,2491,0.25,0.61,4.27,1.51,117.0,Moderate,0.55,Overheating,Medium,6154,3489
EQ-1576,X-ray Machine,19.6,63.6,255,2329,1.01,0.91,4.7,0.72,82.4,Good,0.05,Component Wear,Low,4753,3209
EQ-5101,MRI Scanner,28.0,35.0,610,3863,0.02,0.09,1.77,0.57,81.3,Moderate,0.35,Sensor Drift,Medium,2703,4374
EQ-7453,X-ray Machine,29.9,51.7,159,470,0.47,0.38,0.48,0.05,115.7,Good,0.05,Sensor Drift,Low,4513,573
EQ-3210,Blood Analyzer,24.2,41.0,73,3859,0.74,0.07,4.17,0.7,102.9,Good,0.05,Voltage Surge,Low,3712,4001
EQ-8334,CT Scanner,39.9,60.6,4,1301,0.3,0.75,5.25,1.2,125.0,Critical,1.0,Sensor Drift,High,5941,1683
EQ-8568,CT Scanner,35.5,20.4,528,1114,0.36,0.45,3.43,1.11,92.8,Critical,0.9,Overheating,High,9454,2198
EQ-8477,CT Scanner,31.2,63.5,471,1184,0.91,0.15,0.23,0.78,107.1,Critical,0.95,Voltage Surge,High,11008,1529
EQ-8701,Ventilator,38.9,73.6,310,4464,0.13,0.18,3.9,1.45,114.4,Critical,1.0,Component Wear,High,3869,5215
EQ-2857,X-ray Machine,28.6,75.3,485,3493,0.29,0.48,0.63,0.59,108.5,Critical,0.6,Overheating,High,11630,4652
EQ-2629,Ventilator,36.2,29.3,556,2128,0.87,0.86,1.24,0.77,127.0,Critical,0.8,Voltage Surge,High,14701,3011
EQ-5849,MRI Scanner,21.8,71.1,345,1098,0.86,0.46,3.56,0.66,123.7,Critical,0.7,Overheating,High,1313,1453
EQ-4573,MRI Scanner,33.2,52.6,37,1694,-0.02,0.28,3.91,0.06,94.4,Moderate,0.4,Pressure Leak,Medium,13653,2404
EQ-8777,X-ray Machine,23.5,34.7,408,912,0.23,0.4,3.98,0.58,120.1,Moderate,0.45,Voltage Surge,Medium,9053,1842
EQ-4072,X-ray Machine,21.3,64.0,144,4962,0.63,0.45,4.28,0.42,120.7,Good,0.15,Pressure Leak,Low,10963,5410
EQ-3778,Ventilator,19.2,25.3,570,3517,0.38,0.21,3.82,0.94,87.5,Moderate,0.35,Pressure Leak,Medium,4843,4574
EQ-5223,X-ray Machine,19.7,54.5,680,3351,0.38,0.84,2.98,1.15,115.2,Moderate,0.55,Voltage Surge,Medium,14839,3642
EQ-8957,Ventilator,27.6,34.9,245,3608,0.58,0.3,3.03,1.0,111.9,Moderate,0.35,Voltage Surge,Medium,11661,3755
EQ-3161,X-ray Machine,36.8,79.7,148,4311,0.52,0.05,3.46,1.15,115.0,Critical,1.0,Overheating,High,2549,5237
EQ-4561,Blood Analyzer,25.2,54.7,558,494,0.44,0.02,2.48,0.42,105.3,Moderate,0.35,Voltage Surge,Medium,10838,1113
EQ-4150,Ventilator,21.2,37.3,75,1141,0.07,0.44,4.92,-0.03,121.2,Good,0.15,Voltage Surge,Low,1961,1914
EQ-9785,Ventilator,38.7,78.5,471,1828,0.73,0.28,0.63,0.69,128.6,Critical,1.0,Pressure Leak,High,13237,1967
EQ-1506,MRI Scanner,19.7,40.9,26,3043,0.44,0.67,4.15,0.89,126.6,Good,0.15,Voltage Surge,Low,9826,3794
EQ-6798,MRI Scanner,34.8,53.5,244,3689,0.78,0.23,0.41,0.38,116.1,Moderate,0.4,Voltage Surge,Medium,2818,4030
EQ-3789,Ventilator,32.9,77.1,499,4643,0.74,0.27,2.35,0.31,95.5,Critical,0.95,Pressure Leak,High,3360,4844
EQ-5988,MRI Scanner,37.9,56.1,129,2767,0.66,1.02,1.66,1.13,120.3,Critical,0.7,Component Wear,High,10104,3097
EQ-9378,X-ray Machine,25.7,58.2,389,563,0.0,0.27,4.02,0.51,99.6,Moderate,0.35,Overheating,Medium,10943,1591
